publish_date,title,url,media_name
2022-05-26,Sedona Eye » Liberate Ukraine,https://sedonaeye.com/liberate-ukraine/comment-page-6/#comment-439759,sedonaeye.com
2022-06-07,Strömavbrott i Luleå – tusentals utan el,https://www.aftonbladet.se/nyheter/a/Rr77qd/aftonbladet-direkt?pinnedEntry=1453853&utm_medium=rss,aftonbladet.se
2022-06-07,Zelenskyj: USA villkorar säkerhetsgarantier,https://www.aftonbladet.se/nyheter/a/Rr77qd/aftonbladet-direkt?pinnedEntry=1453854&utm_medium=rss,aftonbladet.se
2022-06-07,Första Gripen E-planet byggt i Brasilien avtäckt,https://www.aftonbladet.se/nyheter/a/Rr77qd/aftonbladet-direkt?pinnedEntry=1453855&utm_medium=rss,aftonbladet.se
2022-04-03,"Brotman: Free Speech, Free Press... play ball!","https://www.yourvalley.net/stories/brotman-free-speech-free-press-play-ball,295386",yourvalley.net
2022-04-27,King: What does his threat of nuclear give Putin?,"https://www.yourvalley.net/stories/king-what-does-his-threat-of-nuclear-give-putin,299667",yourvalley.net
2022-04-04,Surprise man helps refugees in Poland,"https://www.yourvalley.net/stories/surprise-man-helps-refugees-in-poland,295646",yourvalley.net
2022-03-16,"Jamison: U.S., NATO must impose Ukraine no-fly zone","https://www.yourvalley.net/stories/jamison-us-nato-must-impose-ukraine-no-fly-zone,292092",yourvalley.net
2022-03-01,State Senate votes to censure Rogers,"https://www.yourvalley.net/stories/state-senate-votes-to-censure-rogers,289262",yourvalley.net
2022-03-16,Powell: Moscow’s other major miscalculation,"https://www.yourvalley.net/stories/powell-moscows-other-major-miscalculation,292089",yourvalley.net
2022-02-23,"Hutton: Putin should feel wrath of sanctions now, before invasion","https://www.yourvalley.net/stories/hutton-putin-should-feel-wrath-of-sanctions-now-before-invasion,288283",yourvalley.net
2022-02-14,Kulakevich: 5 reasons Russia might invade Ukraine — and why the US is involved,"https://www.yourvalley.net/stories/5-reasons-russia-might-invade-ukraine-and-why-the-us-is-involved,286511",yourvalley.net
2022-04-03,Point: A second chance for NATO expansion,"https://www.yourvalley.net/stories/point-a-second-chance-for-nato-expansion,295388",yourvalley.net
2022-03-07,Chronicle of a crisis foretold: cryptocurrency,https://coldwardaily.com/2022/03/07/chronicle-of-a-crisis-foretold-cryptocurrency/,coldwardaily.com
2022-03-12,War: Donâ $ t take us back to 1917- Russia's richest entrepreneur tells Putin,https://eyewitness101.com/2022/03/12/war-dona-t-take-us-back-to-1917-russias-richest-entrepreneur-tells-putin/,eyewitness101.com
2022-03-05,Thunbergism is objectively pro-Putin,https://theodoredalrymple.wordpress.com/2022/03/05/thunbergism-is-objectively-pro-putin/,theodoredalrymple.wordpress.com
2022-03-22,What are sanctions and how are they enforced?,https://usafacts.org/articles/economic-sanctions-explainer//?utm_source=referral&utm_medium=rss,usafacts.org
2022-02-23,Soros Helped known Actor and Comedian Volodymyr Zelenskyy become President of Ukraine by Brainwashing the Country with a TV Series called “Servant of the People”,http://leozagami.com/2022/02/23/soros-helped-known-actor-and-comedian-volodymyr-zelenskyy-become-president-of-ukraine-by-brainwashing-the-country-with-a-tv-series-called-servant-of-the-people/comment-page-1/#comment-415929,leozagami.com
2022-02-19,Andersson: Upp till andra att ta emot ukrainska flyktingar,https://nyheteridag.se/andersson-upp-till-andra-att-ta-emot-ukrainska-flyktingar/comment-page-170/#comment-136454,nyheteridag.se
2022-03-31,"MONSTER ANTITRUST SUIT CLAIMS BIG OIL CONSPIRED WITH RUSSIA, OPEC TO LIMIT PRODUCTION",https://brokeassstuart.com/p/monster-antitrust-suit-claims-big-oil-conspired-with-russia-opec-to-limit-production,brokeassstuart.com
2022-03-12,Facebook och Instagram tillåter uppmaning till våld mot ryssar,https://nyheteridag.se/facebook-och-instagram-tillater-uppmaning-till-vald-mot-ryssar/comment-page-159/#comment-136207,nyheteridag.se
2022-02-12,Ukrajina vs. Rusko: Aktuální situace na Ukrajině ONLINE,https://www.blesk.cz/clanek/zpravy-valka-na-ukrajine/702030/online-fico-nastvany-kvuli-rope-z-druzby-volal-si-s-putinem.html,blesk.cz
2022-03-05,Victoria Coates Provides Shocking New Iran Deal Scandal Analysis,https://markamerica.com/2022/03/05/victoria-coates-provides-shocking-new-iran-deal-scandal-analysis/comment-page-1/#comment-22609,markamerica.com
